nome,desconto_percentual,preco_em_reais,menor_preco_historico,avaliacao_percentual,data_fim,data_inicio,data_lancamento,safra
Defense Grid: The Awakening,75.0,5.17,2.54,92.72,2023-07-13 14:00:00,2023-06-29 14:25:01,2008-12-07 21:00:00,202409
And Yet It Moves,90.0,1.99,,66.85,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-04-01 21:00:00,202409
Zero Gear,75.0,4.24,1.69,75.12,2023-07-13 14:00:00,2023-06-29 14:25:01,2010-01-11 21:00:00,202409
Alice: Madness Returns,70.0,17.7,4.37,86.86,2023-07-13 14:00:00,2023-06-29 14:25:01,2011-06-16 21:00:00,202409
Brothers in Arms: Earned in Blood™,60.0,11.99,4.99,82.76,2023-07-13 14:00:00,2023-06-29 14:25:01,2005-10-03 21:00:00,202409
Tom Clancy's Rainbow Six® 3 Gold,75.0,7.49,4.99,87.12,2023-07-13 14:00:00,2023-06-29 14:25:01,2003-03-17 21:00:00,202409
Far Cry® 2,70.0,8.99,4.99,75.92,2023-07-13 14:00:00,2023-06-29 14:25:01,2008-10-21 21:00:00,202409
Prince of Persia®,80.0,5.99,,75.85,2023-07-13 14:00:00,2023-06-29 14:25:01,2008-12-09 21:00:00,202409
S.T.A.L.K.E.R.: Clear Sky,75.0,4.24,3.39,83.84,2023-07-13 14:00:00,2023-06-29 14:25:01,2008-09-14 21:00:00,202409
Red Faction,80.0,3.39,1.69,83.71,2023-07-13 14:00:00,2023-06-29 14:25:01,2001-09-17 21:00:00,202409
Company of Heroes: Tales of Valor,75.0,9.24,7.39,88.7,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-04-07 21:00:00,202409
"Warhammer® 40,000: Dawn of War® II Chaos Rising",75.0,9.24,7.39,87.51,2023-07-13 14:00:00,2023-06-29 14:25:01,2010-03-09 21:00:00,202409
The Witcher: Enhanced Edition Director's Cut,85.0,2.54,,87.33,2023-07-13 14:00:00,2023-06-29 14:25:01,2008-09-15 21:00:00,202409
The Witcher 2: Assassins of Kings Enhanced Edition,85.0,5.54,,88.24,2023-07-13 14:00:00,2023-06-29 14:25:01,2011-05-16 21:00:00,202409
LEGO® Batman™: The Videogame,75.0,22.49,7.47,86.23,2023-07-13 14:00:00,2023-06-29 14:25:01,2008-09-28 21:00:00,202409
F.E.A.R.,85.0,38.24,4.24,91.37,2023-07-13 14:00:00,2023-06-29 14:25:01,2005-10-16 21:00:00,202409
F.E.A.R. 3,75.0,22.49,8.74,70.53,2023-07-13 14:00:00,2023-06-29 14:25:01,2011-06-20 21:00:00,202409
LEGO® Harry Potter: Years 1-4,75.0,22.49,7.47,84.43,2023-07-13 14:00:00,2023-06-29 14:25:01,2010-06-24 21:00:00,202409
Bionic Commando,80.0,3.39,,70.63,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-07-27 21:00:00,202409
Resident Evil 5,75.0,16.72,9.99,85.88,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-09-14 21:00:00,202409
Driver® Parallel Lines,75.0,7.49,4.99,85.47,2023-07-13 14:00:00,2023-06-29 14:25:01,2007-06-25 21:00:00,202409
Tom Clancy's EndWar™,70.0,8.99,4.99,75.73,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-02-24 21:00:00,202409
Call of Juarez: Bound in Blood,80.0,3.99,,82.99,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-06-29 21:00:00,202409
Mount & Blade,75.0,4.99,2.99,89.38,2023-07-13 14:00:00,2023-06-29 14:25:01,2008-09-15 21:00:00,202409
Penumbra: Black Plague Gold Edition,80.0,6.59,1.99,89.98,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-01-22 21:00:00,202409
Hearts of Iron 2 Complete,75.0,6.24,4.99,80.67,2023-07-13 14:00:00,2023-06-29 14:25:01,2006-01-05 21:00:00,202409
Penumbra Overture,80.0,6.59,1.99,86.82,2023-07-13 14:00:00,2023-06-29 14:25:01,2007-03-29 21:00:00,202409
Zeno Clash,70.0,5.99,1.99,82.29,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-04-20 21:00:00,202409
Fallout 3,75.0,9.75,4.99,78.31,2023-07-13 14:00:00,2023-06-29 14:25:01,2008-10-27 21:00:00,202409
Rogue Warrior,60.0,7.19,4.49,64.94,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-11-30 21:00:00,202409
The Elder Scrolls III: Morrowind® Game of the Year Edition,60.0,13.19,8.24,93.15,2023-07-13 14:00:00,2023-06-29 14:25:01,2002-04-28 21:00:00,202409
The Elder Scrolls IV: Oblivion® Game of the Year Edition,70.0,9.89,8.24,93.78,2023-07-13 14:00:00,2023-06-29 14:25:01,2007-09-10 21:00:00,202409
Call of Cthulhu®: Dark Corners of the Earth,67.0,5.6,4.24,66.1,2023-07-13 14:00:00,2023-06-29 14:25:01,2006-04-25 21:00:00,202409
Fallout 3: Game of the Year Edition,67.0,26.07,9.99,78.88,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-10-12 21:00:00,202409
Fallout: New Vegas,75.0,9.75,4.99,95.24,2023-07-13 14:00:00,2023-06-29 14:25:01,2010-10-18 21:00:00,202409
Hunted: The Demon’s Forge™,70.0,5.39,4.49,71.26,2023-07-13 14:00:00,2023-06-29 14:25:01,2011-05-29 21:00:00,202409
Worms Reloaded,80.0,20.98,5.54,83.71,2023-07-13 14:00:00,2023-06-18 14:01:16,2010-08-25 21:00:00,202409
Alien Breed: Impact,80.0,3.39,1.69,71.19,2023-07-13 14:00:00,2023-06-21 14:01:17,2010-06-02 21:00:00,202409
Alien Breed 2: Assault,80.0,3.99,1.99,66.14,2023-07-13 14:00:00,2023-06-21 14:01:17,2010-09-21 21:00:00,202409
Alien Breed 3: Descent,80.0,3.99,1.99,69.38,2023-07-13 14:00:00,2023-06-21 14:01:17,2010-11-16 21:00:00,202409
Grand Ages: Rome,50.0,19.5,1.99,70.52,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-03-19 21:00:00,202409
Tropico 3,50.0,19.5,1.69,84.77,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-10-19 21:00:00,202409
PAYDAY™ The Heist,90.0,2.79,,91.54,2023-07-13 14:00:00,2023-06-29 14:25:01,2011-10-19 21:00:00,202409
King Arthur - The Role-playing Wargame,75.0,4.24,3.39,66.8,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-11-23 21:00:00,202409
Trainz™ Simulator 12,75.0,5.17,4.13,69.99,2023-07-13 14:00:00,2023-06-29 14:25:01,2011-06-07 21:00:00,202409
SPORE™ Galactic Adventures,75.0,14.75,3.99,85.46,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-06-22 21:00:00,202409
SimCity™ 4 Deluxe Edition,75.0,14.75,5.9,79.05,2023-07-13 14:00:00,2023-06-29 14:25:01,2003-09-21 21:00:00,202409
Command & Conquer 3: Tiberium Wars,75.0,14.75,4.39,87.69,2023-07-13 14:00:00,2023-06-29 14:25:01,2007-03-27 21:00:00,202409
Command & Conquer: Red Alert 3 - Uprising,75.0,14.75,4.39,81.31,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-03-11 21:00:00,202409
Command & Conquer 3: Kane's Wrath,75.0,14.75,4.39,91.69,2023-07-13 14:00:00,2023-06-29 14:25:01,2009-11-12 21:00:00,202409
Overgrowth,75.0,22.93,15.19,76.99,2023-07-13 14:00:00,2023-06-29 14:25:01,2017-10-15 21:00:00,202409
Europa Universalis III Complete,50.0,12.49,2.49,80.42,2023-07-13 14:00:00,2023-06-29 14:25:01,2007-01-22 21:00:00,202409
Knights of Honor,75.0,4.99,2.55,88.4,2023-07-13 14:00:00,2023-06-29 14:06:20,2005-05-09 21:00:00,202409
Hearts of Iron III,75.0,4.24,3.39,75.06,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-08-06 21:00:00,202409
King's Bounty: The Legend,80.0,4.7,2.09,86.74,2023-07-13 14:00:00,2023-06-29 14:06:20,2008-09-22 21:00:00,202409
Majesty 2,75.0,4.24,,67.07,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-09-16 21:00:00,202409
Majesty Gold HD,75.0,4.24,3.39,86.99,2023-07-13 14:00:00,2023-06-29 14:06:20,2001-03-22 21:00:00,202409
Braid,75.0,6.99,2.79,91.08,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-04-09 21:00:00,202409
Crayon Physics Deluxe,90.0,3.49,,81.55,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-01-06 21:00:00,202409
Osmos,70.0,6.2,3.99,83.06,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-08-17 21:00:00,202409
Tales of Monkey Island: Complete Season,75.0,7.24,2.89,83.51,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-07-06 21:00:00,202409
Puzzle Agent,75.0,2.62,1.15,84.7,2023-07-13 14:00:00,2023-06-29 14:06:20,1969-12-31 21:00:00,202409
LEGO® Indiana Jones™: The Original Adventures,75.0,9.49,9.24,84.51,2023-07-13 14:00:00,2023-06-29 14:06:20,2008-06-02 21:00:00,202409
LOOM™,65.0,4.33,2.99,82.65,2023-07-13 14:00:00,2023-06-29 14:06:20,1989-12-31 21:00:00,202409
The Secret of Monkey Island: Special Edition,65.0,7.24,4.13,91.97,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-07-14 21:00:00,202409
STAR WARS™ Knights of the Old Republic™,65.0,7.24,4.99,89.21,2023-07-13 14:00:00,2023-06-29 14:06:20,2003-11-18 21:00:00,202409
STAR WARS™ Jedi Knight: Dark Forces II,65.0,4.33,2.99,75.49,2023-07-13 14:00:00,2023-06-29 14:06:20,1997-10-08 21:00:00,202409
STAR WARS™ - Dark Forces,65.0,4.33,2.99,85.85,2023-07-13 14:00:00,2023-06-29 14:06:20,1995-02-14 21:00:00,202409
LEGO® Star Wars™ - The Complete Saga,75.0,9.49,9.24,94.32,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-11-11 21:00:00,202409
LEGO® Indiana Jones™ 2: The Adventure Continues,75.0,9.49,9.24,79.96,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-02-17 21:00:00,202409
Monkey Island™ 2 Special Edition: LeChuck’s Revenge™,65.0,7.24,4.13,91.23,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-07-06 21:00:00,202409
STAR WARS™ Empire at War - Gold Pack,65.0,13.29,9.24,95.44,2023-07-13 14:00:00,2023-06-29 14:06:20,2006-02-15 21:00:00,202409
STAR WARS™: The Force Unleashed™ II,65.0,13.29,9.24,61.42,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-10-25 21:00:00,202409
LEGO® Star Wars™ III - The Clone Wars™,75.0,9.49,9.24,91.6,2023-07-13 14:00:00,2023-06-29 14:06:20,2011-03-21 21:00:00,202409
Delta Force,75.0,2.62,,84.49,2023-07-13 14:00:00,2023-06-29 14:06:20,1998-09-29 21:00:00,202409
Alien Shooter,70.0,5.09,1.08,91.1,2023-07-13 14:00:00,2023-06-29 14:06:20,2003-09-14 21:00:00,202409
Alien Shooter: Revisited,70.0,5.09,1.08,63.52,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-04-14 21:00:00,202409
Alien Shooter 2: Reloaded,80.0,3.39,1.08,88.14,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-03-13 21:00:00,202409
Zombie Shooter,70.0,5.09,1.08,79.12,2023-07-13 14:00:00,2023-06-29 14:06:20,2007-12-28 21:00:00,202409
Zombie Shooter 2,70.0,9.89,2.06,74.0,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-09-22 21:00:00,202409
Tom Clancy's Splinter Cell Conviction™,75.0,14.99,,69.63,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-04-28 21:00:00,202409
Tom Clancy's Splinter Cell Conviction™ Deluxe Edition,75.0,14.99,13.59,69.63,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-04-28 21:00:00,202409
Assassin's Creed 2,70.0,17.99,9.99,87.92,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-03-08 21:00:00,202409
Prince of Persia: The Forgotten Sands™,80.0,5.99,,66.42,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-06-07 21:00:00,202409
From Dust,75.0,11.24,7.49,64.91,2023-07-13 14:00:00,2023-06-29 14:06:20,2011-08-16 21:00:00,202409
Tropico Reloaded,75.0,7.25,1.79,82.73,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-07-23 21:00:00,202409
Patrician III,50.0,9.5,1.57,77.16,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-11-17 21:00:00,202409
Broken Sword 2 - the Smoking Mirror: Remastered,80.0,1.99,1.49,85.08,2023-07-13 14:00:00,2023-06-29 14:06:20,1997-10-30 21:00:00,202409
Crash Time 3,75.0,6.0,2.39,78.51,2023-07-13 14:00:00,2023-06-29 14:06:20,2009-11-24 21:00:00,202409
Arma 2,80.0,3.99,,80.18,2023-07-13 14:00:00,2023-06-29 14:06:20,1969-12-31 21:00:00,202409
Arma 2: Operation Arrowhead,80.0,5.99,,90.28,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-06-28 21:00:00,202409
Total War: NAPOLEON – Definitive Edition,75.0,15.74,4.99,89.02,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-02-24 21:00:00,202409
Sonic & SEGA All-Stars Racing,50.0,26.95,4.99,82.26,2023-07-13 14:00:00,2023-06-29 14:06:20,2010-03-02 21:00:00,202409
Order of War™,85.0,2.24,,69.36,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-09-21 21:00:00,202409
Combat Wings: Battle of Britain,75.0,2.12,0.84,74.79,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-10-13 21:00:00,202409
Sniper: Ghost Warrior 2,80.0,3.99,1.99,73.64,2023-07-13 14:00:00,2023-06-29 14:25:02,2013-03-10 21:00:00,202409
Bad Rats: the Rats' Revenge,50.0,1.09,0.43,77.28,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-07-19 21:00:00,202409
Mini Ninjas,85.0,2.54,,86.01,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-09-07 21:00:00,202409
Lara Croft and the Guardian of Light,85.0,2.54,,88.09,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-09-27 21:00:00,202409
Batman: Arkham Asylum Game of the Year Edition,75.0,22.49,7.39,94.55,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-03-25 21:00:00,202409
Insane 2,50.0,13.99,5.59,78.37,2023-07-13 14:00:00,2023-06-29 14:25:02,2012-01-23 21:00:00,202409
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,75.0,8.74,8.49,90.62,2023-07-13 14:00:00,2023-06-29 14:25:02,2011-09-12 21:00:00,202409
The Ball,75.0,4.24,3.39,70.98,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-10-25 21:00:00,202409
Dwarfs!?,80.0,3.39,,72.46,2023-07-13 14:00:00,2023-06-29 14:25:02,2011-05-03 21:00:00,202409
Trine Enchanted Edition,75.0,6.99,2.79,93.28,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-07-01 21:00:00,202409
Trine 2: Complete Story,75.0,7.49,2.99,93.26,2023-07-13 14:00:00,2023-06-29 14:25:02,2013-06-05 21:00:00,202409
The Void,50.0,9.99,1.99,77.37,2023-07-13 14:00:00,2023-06-29 14:25:02,2016-12-06 21:00:00,202409
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition Double Pack",80.0,1.69,0.84,76.3,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-06-21 21:00:00,202409
Fallout: A Post Nuclear Role Playing Game,75.0,4.99,,91.32,2023-07-13 14:00:00,2023-06-29 14:25:02,1997-09-29 21:00:00,202409
Fallout 2: A Post Nuclear Role Playing Game,75.0,4.99,,91.52,2023-07-13 14:00:00,2023-06-29 14:25:02,1998-11-30 21:00:00,202409
Fallout Tactics: Brotherhood of Steel,75.0,4.99,,76.2,2023-07-13 14:00:00,2023-06-29 14:25:02,2001-02-28 21:00:00,202409
Toki Tori,90.0,1.04,0.42,84.0,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-01-27 21:00:00,202409
RUSH,71.0,0.66,0.42,85.43,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-12-02 21:00:00,202409
EDGE,90.0,1.39,0.69,87.75,2023-07-13 14:00:00,2023-06-29 14:25:02,2011-08-10 21:00:00,202409
FINAL FANTASY VII,50.0,9.99,,90.89,2023-07-13 14:00:00,2023-06-29 14:25:02,2013-07-03 21:00:00,202409
FINAL FANTASY VIII,50.0,9.99,,86.04,2023-07-13 14:00:00,2023-06-29 14:25:02,2013-12-04 21:00:00,202409
Dungeon Siege,86.0,1.81,,77.95,2023-07-13 14:00:00,2023-06-29 14:25:02,2002-04-04 21:00:00,202409
Dungeon Siege II,86.0,1.81,,71.33,2023-07-13 14:00:00,2023-06-29 14:25:02,2005-08-15 21:00:00,202409
Gothic® 3,75.0,4.24,1.69,80.08,2023-07-13 14:00:00,2023-06-29 14:25:02,2006-10-12 21:00:00,202409
Gothic II: Gold Edition,75.0,4.24,1.69,90.79,2023-07-13 14:00:00,2023-06-29 14:25:02,2005-11-28 21:00:00,202409
Painkiller: Black Edition,80.0,3.39,,85.16,2023-07-13 14:00:00,2023-06-29 14:25:02,2004-04-11 21:00:00,202409
SpellForce - Platinum Edition,75.0,4.24,1.69,83.18,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-11-02 21:00:00,202409
SpellForce 2 - Anniversary Edition,75.0,6.24,2.49,71.39,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-10-28 21:00:00,202409
The Guild II,75.0,4.24,1.69,67.65,2023-07-13 14:00:00,2023-06-29 14:25:02,2006-10-11 21:00:00,202409
Chaser,75.0,2.12,,68.76,2023-07-13 14:00:00,2023-06-29 14:25:02,2003-08-21 21:00:00,202409
The Guild II Renaissance,75.0,4.24,1.69,79.77,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-07-27 21:00:00,202409
Nation Red,50.0,3.24,1.15,84.62,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-08-22 21:00:00,202409
Supreme Commander 2,75.0,4.24,3.39,85.89,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-02-28 21:00:00,202409
Risen,75.0,11.74,3.39,86.19,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-10-29 21:00:00,202409
nail'd,80.0,1.69,,76.78,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-11-29 21:00:00,202409
Risen 2: Dark Waters,75.0,4.24,3.39,77.66,2023-07-13 14:00:00,2023-06-29 14:25:02,2012-04-25 21:00:00,202409
AI War: Fleet Command,75.0,5.17,1.99,79.19,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-10-20 21:00:00,202409
Machinarium,80.0,8.99,4.99,92.86,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-10-15 21:00:00,202409
Samorost 2,80.0,2.19,1.99,82.62,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-12-09 21:00:00,202409
Super Meat Boy,90.0,2.49,1.24,92.76,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-11-29 21:00:00,202409
Stronghold HD,70.0,3.59,2.39,92.49,2023-07-13 14:00:00,2023-06-29 14:25:02,2001-10-18 21:00:00,202409
Stronghold 2: Steam Edition,75.0,6.99,,85.11,2023-07-13 14:00:00,2023-06-29 14:25:02,1969-12-31 21:00:00,202409
Stronghold Crusader HD,80.0,3.39,,94.95,2023-07-13 14:00:00,2023-06-29 14:25:02,2002-07-30 21:00:00,202409
Stronghold Legends: Steam Edition,70.0,8.39,6.99,82.32,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-10-26 21:00:00,202409
Mafia,67.0,8.21,0.0,84.9,2023-07-13 14:00:00,2023-06-29 14:25:02,2002-08-27 21:00:00,202409
Serious Sam HD: The First Encounter,80.0,5.59,2.79,90.62,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-11-23 21:00:00,202409
Serious Sam Classic: The First Encounter,80.0,4.09,1.69,91.75,2023-07-13 14:00:00,2023-06-29 14:25:02,2001-03-20 21:00:00,202409
Serious Sam Classic: The Second Encounter,80.0,4.09,1.69,91.29,2023-07-13 14:00:00,2023-06-29 14:25:02,2002-02-04 21:00:00,202409
Serious Sam 3: BFE,90.0,8.89,7.29,86.61,2023-07-13 14:00:00,2023-06-29 14:25:02,2011-11-21 21:00:00,202409
Torchlight,75.0,6.24,4.99,88.53,2023-07-13 14:00:00,2023-06-22 14:01:17,2009-10-26 21:00:00,202409
S.T.A.L.K.E.R.: Call of Pripyat,75.0,8.74,6.99,93.08,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-02-10 21:00:00,202409
Gratuitous Space Battles,75.0,11.74,2.89,70.59,2023-07-13 14:00:00,2023-06-29 14:25:02,2009-11-15 21:00:00,202409
The Bard's Tale ARPG: Remastered and Resnarkled,80.0,7.59,3.99,73.02,2023-07-13 14:00:00,2023-06-29 14:25:02,2005-06-16 21:00:00,202409
Lead and Gold: Gangs of the Wild West,90.0,2.64,,69.99,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-04-07 21:00:00,202409
Singularity™,67.0,16.49,12.49,89.41,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-06-29 21:00:00,202409
Call of Duty®: Black Ops,50.0,39.99,39.19,89.01,2023-07-13 14:00:00,2023-06-29 14:25:02,2010-11-08 21:00:00,202409
Sword of the Stars: Complete Collection,75.0,4.24,,83.08,2023-07-13 14:00:00,2023-06-29 14:25:03,2008-10-02 21:00:00,202409
Magicka,75.0,4.24,3.39,86.4,2023-07-13 14:00:00,2023-06-29 14:25:03,2011-01-24 21:00:00,202409
Victoria II,75.0,8.74,5.24,90.13,2023-07-13 14:00:00,2023-06-29 14:25:03,2010-08-29 21:00:00,202409
Front Mission Evolved,50.0,8.49,4.24,60.98,2023-07-13 14:00:00,2023-06-29 14:25:03,2010-09-27 21:00:00,202409
The Haunted: Hells Reach,50.0,8.99,3.59,80.62,2023-07-13 14:00:00,2023-06-29 14:25:03,2011-10-23 21:00:00,202409
Wings of Prey,60.0,13.19,4.99,62.54,2023-07-13 14:00:00,2023-06-29 14:25:03,2009-12-24 21:00:00,202409
Dead Rising® 2,70.0,10.49,,76.12,2023-07-13 14:00:00,2023-06-29 14:25:03,2010-09-26 21:00:00,202409
Ultra Street Fighter® IV,87.0,7.79,,87.55,2023-07-13 14:00:00,2023-06-29 14:25:03,2014-08-06 21:00:00,202409
Dead Rising 2: Off the Record,70.0,11.99,9.99,76.4,2023-07-13 14:00:00,2023-06-29 14:25:03,2011-10-10 21:00:00,202409
Star Wolves 3: Civil War,80.0,3.39,2.09,75.75,2023-07-13 14:00:00,2023-06-29 14:25:03,2010-03-01 21:00:00,202409
Avencast: Rise of the Mage,80.0,3.39,1.99,66.09,2023-07-13 14:00:00,2023-06-29 14:25:03,2010-03-16 21:00:00,202409
Still Life,90.0,1.59,,78.67,2023-07-13 14:00:00,2023-06-29 14:25:03,2005-06-05 21:00:00,202409
Syberia,90.0,2.59,0.0,85.6,2023-07-13 14:00:00,2023-06-29 14:25:03,2002-08-31 21:00:00,202409
Syberia II,90.0,2.59,0.0,82.71,2023-07-13 14:00:00,2023-06-29 14:25:03,2004-03-29 21:00:00,202409
Robin Hood: The Legend of Sherwood,90.0,1.59,,62.61,2023-07-13 14:00:00,2023-06-29 14:25:03,2002-10-31 21:00:00,202409
Medal of Honor™,75.0,14.75,4.99,72.67,2023-07-13 14:00:00,2023-06-29 14:25:03,2010-10-11 21:00:00,202409
Dragon Age: Origins - Ultimate Edition,70.0,26.7,13.35,87.77,2023-07-13 14:00:00,2023-06-29 14:25:03,2010-10-25 21:00:00,202409
LIMBO,90.0,3.7,2.09,91.59,2023-07-13 14:00:00,2023-06-29 14:25:03,2011-08-01 21:00:00,202409
Assassin’s Creed® Brotherhood,70.0,17.99,9.99,86.85,2023-07-13 14:00:00,2023-06-29 14:25:03,2011-03-21 21:00:00,202409
Mount & Blade: Warband,75.0,9.99,4.49,96.43,2023-07-13 14:00:00,2023-06-29 14:25:03,2010-03-30 21:00:00,202409
Mount & Blade: With Fire & Sword,75.0,6.24,2.24,85.91,2023-07-13 14:00:00,2023-06-29 14:25:03,2011-05-02 21:00:00,202409
Borderlands 2,75.0,11.24,11.18,92.79,2023-07-13 14:00:00,2023-06-29 14:35:09,2012-09-16 21:00:00,202409
Beat Hazard,80.0,3.39,2.37,91.63,2023-07-13 14:00:00,2023-06-29 14:25:03,2010-04-14 21:00:00,202409
Atom Zombie Smasher,50.0,9.99,3.99,85.17,2023-07-13 14:00:00,2023-06-29 14:25:03,2011-03-13 21:00:00,202409
Red Faction®: Armageddon™,80.0,6.99,3.49,70.97,2023-07-13 14:00:00,2023-06-29 14:25:03,2011-06-05 21:00:00,202409
MX vs. ATV Reflex,75.0,8.74,3.49,83.69,2023-07-13 14:00:00,2023-06-29 14:25:03,2010-11-25 21:00:00,202409
"Warhammer 40,000: Space Marine - Anniversary Edition",75.0,49.75,12.49,89.86,2023-07-13 14:00:00,2023-06-29 14:25:03,2011-09-04 21:00:00,202409
Saints Row: The Third,50.0,9.99,3.99,94.26,2023-07-13 14:00:00,2023-06-29 14:25:03,2011-11-13 21:00:00,202409
Amnesia: The Dark Descent,80.0,11.99,3.69,92.7,2023-07-13 14:00:00,2023-06-29 14:24:59,2010-09-07 21:00:00,202409
Broken Sword: Director's Cut,80.0,1.69,1.27,88.94,2023-07-13 14:00:00,2023-06-29 14:24:59,2010-09-01 21:00:00,202409
The First Templar - Steam Special Edition,60.0,15.6,1.99,68.65,2023-07-13 14:00:00,2023-06-29 14:24:59,2011-05-11 21:00:00,202409
Tropico 4,50.0,34.5,0.68,89.2,2023-07-13 14:00:00,2023-06-29 14:24:59,2011-08-31 21:00:00,202409
Jagged Alliance - Back in Action,50.0,18.49,3.69,69.5,2023-07-13 14:00:00,2023-06-29 14:24:59,2012-02-07 21:00:00,202409
Duke Nukem Forever,80.0,5.99,4.49,67.16,2023-07-13 14:00:00,2023-06-29 14:24:59,2011-06-12 21:00:00,202409
Blood Bowl - Legendary Edition,80.0,5.38,5.24,72.41,2023-07-13 14:00:00,2023-06-29 14:24:59,2010-10-27 21:00:00,202409
The Next BIG Thing,80.0,3.18,,79.5,2023-07-13 14:00:00,2023-06-29 14:24:59,2011-04-20 21:00:00,202409
Wargame: European Escalation,75.0,12.37,1.69,75.18,2023-07-13 14:00:00,2023-06-29 14:24:59,2012-02-21 21:00:00,202409
Age of Wonders,75.0,2.49,1.99,74.68,2023-07-13 14:00:00,2023-06-29 14:24:59,1969-12-31 21:00:00,202409
Age of Wonders Shadow Magic,75.0,4.24,3.39,83.0,2023-07-13 14:00:00,2023-06-29 14:24:59,1969-12-31 21:00:00,202409
Zen Bound 2,85.0,1.57,,81.48,2023-07-13 14:00:00,2023-06-29 14:24:59,2010-11-15 21:00:00,202409
Chime,75.0,2.12,1.27,87.64,2023-07-13 14:00:00,2023-06-29 14:24:59,2010-09-05 21:00:00,202409
Swords and Soldiers HD,80.0,2.47,1.69,74.45,2023-07-13 14:00:00,2023-06-29 14:24:59,2010-12-01 21:00:00,202409
Riven: The Sequel to MYST,50.0,10.24,1.99,83.19,2023-07-13 14:00:00,2023-06-29 14:24:59,1997-10-28 21:00:00,202409
Myst: Masterpiece Edition,50.0,10.24,1.99,80.06,2023-07-13 14:00:00,2023-06-29 14:24:59,1999-01-01 21:00:00,202409
BIT.TRIP BEAT,50.0,8.49,1.69,76.42,2023-07-13 14:00:00,2023-06-29 14:24:59,2010-11-01 21:00:00,202409
BIT.TRIP RUNNER,50.0,8.49,1.69,82.98,2023-07-13 14:00:00,2023-06-29 14:24:59,2011-02-27 21:00:00,202409
