nome,desconto_percentual,preco_em_reais,menor_preco_historico,avaliacao_percentual,data_fim,data_inicio,data_lancamento,safra
Galactic Civilizations III,68.0,24.15,8.39,74.85,2023-07-13 14:00:00,2023-06-29 14:25:15,2015-05-13 21:00:00,202409
Ironclad Tactics,50.0,23.49,5.59,66.41,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-09-17 21:00:00,202409
Primordia,70.0,5.09,3.39,92.88,2023-07-13 14:00:00,2023-06-29 14:25:15,2012-12-04 21:00:00,202409
Sniper Elite: Nazi Zombie Army,70.0,8.39,6.24,85.08,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-02-27 21:00:00,202409
Waking Mars,50.0,10.34,1.99,83.93,2023-07-10 14:00:00,2023-07-03 14:21:19,2012-12-12 21:00:00,202409
DisplayFusion,55.0,29.69,11.19,82.75,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-03-28 21:00:00,202409
Euro Truck Simulator 2,75.0,12.49,5.24,96.57,2023-07-13 14:00:00,2023-06-29 14:25:15,2012-10-17 21:00:00,202409
Dragon's Lair,50.0,16.49,4.99,73.07,2023-07-13 14:00:00,2023-06-29 14:25:15,1983-06-18 21:00:00,202409
Castle of Illusion,75.0,6.99,4.19,86.6,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-09-03 21:00:00,202409
Serious Sam Classics: Revolution,80.0,6.59,1.99,87.51,2023-07-13 14:00:00,2023-06-29 14:25:15,2019-08-29 21:00:00,202409
Action! - Gameplay Recording and Streaming,75.0,14.49,,83.58,2023-07-13 14:00:00,2023-06-29 14:25:15,2014-05-07 21:00:00,202409
Company of Heroes,75.0,9.24,7.39,91.93,2023-07-13 14:00:00,2023-06-29 14:25:15,2006-09-10 21:00:00,202409
Fallen Enchantress: Legendary Heroes,60.0,29.59,11.49,72.27,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-05-21 21:00:00,202409
Baldur's Gate: Enhanced Edition,65.0,20.99,5.54,89.18,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-01-15 21:00:00,202409
Remember Me,80.0,9.99,,81.27,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-06-02 21:00:00,202409
Full Throttle Remastered,75.0,6.99,4.19,88.22,2023-07-13 14:00:00,2023-06-29 14:25:15,2017-04-17 21:00:00,202409
Wreckfest,60.0,32.98,,85.86,2023-07-13 14:00:00,2023-06-29 14:25:15,2018-06-13 21:00:00,202409
TrackMania² Canyon,50.0,29.99,11.99,78.17,2023-07-13 14:00:00,2023-06-29 14:25:15,2011-09-13 21:00:00,202409
Skulls of the Shogun,85.0,3.1,,84.61,2023-07-13 14:00:00,2023-07-02 21:05:01,2013-07-28 21:00:00,202409
Dungeons & Dragons: Chronicles of Mystara,67.0,8.24,,79.35,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-06-17 21:00:00,202409
Dungeon Hearts,67.0,3.46,0.74,60.92,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-03-27 21:00:00,202409
ShootMania Storm,75.0,14.99,7.49,80.57,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-04-09 21:00:00,202409
DLC Quest,50.0,3.14,1.57,85.6,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-03-17 21:00:00,202409
The Age of Decadence,60.0,18.79,6.72,79.15,2023-07-13 14:00:00,2023-06-29 14:25:15,2015-10-13 21:00:00,202409
War for the Overworld,80.0,11.19,5.59,83.62,2023-07-13 14:00:00,2023-06-20 14:01:20,2015-04-01 21:00:00,202409
La-Mulana,75.0,6.99,5.59,77.57,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-04-14 21:00:00,202409
The Night of the Rabbit,90.0,1.99,,85.95,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-05-27 21:00:00,202409
Cannon Brawl,50.0,37.49,5.59,85.49,2023-07-13 14:00:00,2023-06-29 14:25:15,2014-09-18 21:00:00,202409
The Swapper,85.0,3.74,,91.42,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-05-29 21:00:00,202409
Deadfall Adventures,75.0,9.24,6.99,71.37,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-11-14 21:00:00,202409
Company of Heroes 2,75.0,9.24,0.0,77.82,2023-07-13 14:00:00,2023-06-29 14:25:15,2013-06-24 21:00:00,202409
Knights of Pen and Paper +1 Edition,75.0,4.24,3.39,80.5,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-06-17 21:00:00,202409
Euro Truck Simulator,80.0,2.43,1.14,80.45,2023-07-13 14:00:00,2023-06-29 14:25:16,2008-08-05 21:00:00,202409
Eador. Masters of the Broken World,65.0,12.24,3.49,66.56,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-04-18 21:00:00,202409
Killing Floor 2,75.0,13.99,,86.6,2023-07-13 14:00:00,2023-06-29 14:25:16,2016-11-17 21:00:00,202409
Gone Home,60.0,18.79,4.19,75.38,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-08-14 21:00:00,202409
Mars: War Logs,80.0,3.58,,72.37,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-04-25 21:00:00,202409
Broken Age,84.0,6.97,4.18,81.32,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-01-27 21:00:00,202409
Stronghold Crusader 2,90.0,7.54,,69.74,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-09-21 21:00:00,202409
TrackMania² Stadium,50.0,14.99,3.74,86.03,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-02-26 21:00:00,202409
Thunder Wolves,90.0,2.69,,81.62,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-05-14 21:00:00,202409
Shadow Warrior,90.0,8.89,6.99,90.32,2023-07-13 14:00:00,2023-06-19 14:21:21,2013-09-25 21:00:00,202409
LUFTRAUSERS,80.0,6.59,3.39,87.97,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-03-17 21:00:00,202409
Final Exam,70.0,4.77,3.18,79.64,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-11-04 21:00:00,202409
Kairo,80.0,3.39,1.27,70.93,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-04-23 21:00:00,202409
Far Cry 3 - Blood Dragon,75.0,11.24,6.74,86.32,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-04-30 21:00:00,202409
Murdered: Soul Suspect,90.0,5.59,,83.47,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-06-02 21:00:00,202409
Prison Architect,75.0,14.49,8.39,88.69,2023-07-13 14:00:00,2023-06-29 14:25:16,2015-10-05 21:00:00,202409
Another World – 20th Anniversary Edition,75.0,5.17,3.39,79.2,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-04-03 21:00:00,202409
Distance,80.0,9.49,,89.78,2023-07-13 14:00:00,2023-06-29 14:25:16,2018-09-17 21:00:00,202409
Sword of the Stars: The Pit,80.0,3.99,1.99,81.19,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-02-20 21:00:00,202409
Surgeon Simulator,75.0,8.24,1.99,80.54,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-04-18 21:00:00,202409
Organ Trail: Director's Cut,66.0,3.7,3.39,84.66,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-03-18 21:00:00,202409
Worms Clan Wars,85.0,19.04,6.74,75.74,2023-07-13 14:00:00,2023-06-18 14:01:20,2013-08-14 21:00:00,202409
Kenshi,55.0,26.09,20.99,93.58,2023-07-13 14:00:00,2023-06-29 14:25:16,2018-12-05 21:00:00,202409
UnEpic,70.0,7.79,5.19,89.0,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-07-24 21:00:00,202409
Castlevania: Lords of Shadow – Ultimate Edition,80.0,9.99,,78.53,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-08-26 21:00:00,202409
Mad Max,75.0,22.49,9.99,90.35,2023-07-13 14:00:00,2023-06-29 14:25:16,2015-08-31 21:00:00,202409
Strike Suit Infinity,50.0,7.49,2.99,78.74,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-04-29 21:00:00,202409
Receiver,80.0,3.39,1.69,77.7,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-04-28 21:00:00,202409
Ken Follett's The Pillars of the Earth,90.0,5.99,4.49,89.64,2023-07-13 14:00:00,2023-06-15 14:01:21,2017-08-14 21:00:00,202409
Teleglitch: Die More Edition,75.0,5.49,4.39,81.9,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-07-23 21:00:00,202409
Shadowrun Returns,75.0,6.99,2.79,86.3,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-07-24 21:00:00,202409
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,75.0,19.97,,87.48,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-10-23 21:00:00,202409
Anodyne,80.0,6.59,1.99,80.5,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-03-21 21:00:00,202409
STRIDER™ / ストライダー飛竜®,70.0,7.49,,79.91,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-02-18 21:00:00,202409
Super Sanctum TD,85.0,1.63,1.25,83.61,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-05-08 21:00:00,202409
Original War,80.0,1.69,,90.18,2023-07-13 14:00:00,2023-06-29 14:25:16,2001-06-14 21:00:00,202409
Warhammer: End Times - Vermintide,90.0,5.59,,78.52,2023-07-13 14:00:00,2023-06-29 14:25:16,2015-10-22 21:00:00,202409
Tom Clancy’s Splinter Cell Blacklist,75.0,22.49,17.99,79.96,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-08-19 21:00:00,202409
Small World,60.0,13.19,3.99,67.43,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-12-10 21:00:00,202409
RPG Maker XP,90.0,7.39,4.59,87.81,2023-07-13 14:00:00,2023-06-29 14:25:16,2005-09-15 21:00:00,202409
Dust: An Elysian Tail,75.0,6.24,4.99,93.1,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-05-23 21:00:00,202409
Starpoint Gemini 2,70.0,24.3,9.59,68.02,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-09-25 21:00:00,202409
DARK SOULS™ II,50.0,30.49,15.24,87.3,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-04-24 21:00:00,202409
PAC-MAN™ Championship Edition DX+,75.0,4.24,,92.45,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-09-23 21:00:00,202409
Blood Bowl 2,85.0,7.48,,76.67,2023-07-13 14:00:00,2023-06-29 14:25:16,2015-09-21 21:00:00,202409
Anomaly 2,90.0,3.01,2.79,75.71,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-05-14 21:00:00,202409
Europa Universalis IV,65.0,37.79,13.99,85.76,2023-07-13 14:00:00,2023-06-22 14:01:19,2013-08-12 21:00:00,202409
Blackwell Epiphany,70.0,5.99,3.99,91.65,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-04-23 21:00:00,202409
Expeditions: Conquistador,75.0,8.74,6.99,76.26,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-05-29 21:00:00,202409
DuckTales: Remastered,75.0,7.49,,84.83,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-08-12 21:00:00,202409
Angry Video Game Nerd Adventures,50.0,5.24,4.99,85.17,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-09-19 21:00:00,202409
Dreamfall Chapters,75.0,11.49,,80.17,2023-07-13 14:00:00,2023-06-29 14:25:16,2017-07-20 21:00:00,202409
Agarest: Generations of War,80.0,5.59,,69.57,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-02-03 21:00:00,202409
Transistor,80.0,11.99,5.54,92.32,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-05-19 21:00:00,202409
The Banner Saga,80.0,9.25,6.93,86.87,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-01-13 21:00:00,202409
Deus Ex: Human Revolution - Director's Cut,85.0,5.24,,90.16,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-10-24 21:00:00,202409
Sniper Elite 3,85.0,8.39,,80.66,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-06-26 21:00:00,202409
System Shock 2,75.0,4.99,1.99,91.43,2023-07-13 14:00:00,2023-06-29 14:25:16,1999-08-10 21:00:00,202409
Outlast,85.0,8.99,5.54,94.94,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-09-03 21:00:00,202409
Magicka 2,75.0,6.99,,80.31,2023-07-13 14:00:00,2023-06-29 14:25:16,2015-05-25 21:00:00,202409
Contagion,60.0,7.99,4.99,71.36,2023-07-13 14:00:00,2023-06-29 14:25:16,2013-10-24 21:00:00,202409
BattleBlock Theater®,80.0,5.59,2.79,95.62,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-05-14 21:00:00,202409
Might & Magic X - Legacy,80.0,17.99,12.49,64.39,2023-07-13 14:00:00,2023-06-29 14:25:16,2014-01-22 21:00:00,202409
Bionic Dues,75.0,5.17,2.99,71.64,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-10-07 21:00:00,202409
Hammerwatch,80.0,3.39,2.54,86.86,2023-07-13 14:00:00,2023-06-29 15:09:18,2013-08-11 21:00:00,202409
Final Fantasy III (3D Remake),50.0,14.99,,79.49,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-05-26 21:00:00,202409
Dying Light,70.0,22.49,,94.18,2023-07-13 14:00:00,2023-06-29 14:25:17,2015-01-25 21:00:00,202409
Thief,85.0,8.39,,72.95,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-02-26 21:00:00,202409
Amnesia: A Machine for Pigs,80.0,11.99,3.69,68.2,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-09-09 21:00:00,202409
Castlevania: Lords of Shadow 2,80.0,14.59,,81.64,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-02-24 21:00:00,202409
Spelunky,80.0,5.59,2.79,89.8,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-08-07 21:00:00,202409
Q.U.B.E: Director's Cut,90.0,1.99,,79.72,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-05-20 21:00:00,202409
Hate Plus,50.0,16.49,2.06,78.96,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-08-18 21:00:00,202409
Bleed,66.0,3.56,2.09,88.36,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-07-02 21:00:00,202409
Game Dev Tycoon,65.0,6.99,4.99,93.55,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-08-28 21:00:00,202409
Quadrilateral Cowboy,50.0,18.49,12.57,86.41,2023-07-13 14:00:00,2023-06-29 14:25:17,2016-07-24 21:00:00,202409
MotoGP™13,90.0,2.19,1.99,73.75,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-06-19 21:00:00,202409
Getting Over It with Bennett Foddy,75.0,4.14,,81.45,2023-07-13 14:00:00,2023-06-29 14:25:17,2017-12-05 21:00:00,202409
Wasteland 2: Director's Cut,75.0,14.49,,80.21,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-09-17 21:00:00,202409
Contraption Maker,50.0,10.34,2.09,86.35,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-07-06 21:00:00,202409
Sherlock Holmes: Crimes and Punishments,80.0,22.0,5.99,87.67,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-09-28 21:00:00,202409
CastleStorm,66.0,6.79,1.99,84.71,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-07-28 21:00:00,202409
The Crew™,85.0,13.49,,68.27,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-11-30 21:00:00,202409
Rogue Legacy,80.0,9.39,3.91,90.69,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-06-26 21:00:00,202409
Goodbye Deponia,90.0,2.49,,85.02,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-10-16 21:00:00,202409
Middle-earth™: Shadow of Mordor™,75.0,22.49,4.74,90.89,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-09-29 21:00:00,202409
Assassin’s Creed® IV Black Flag™,70.0,35.99,7.99,88.09,2023-07-13 14:00:00,2023-06-29 14:25:17,1969-12-31 21:00:00,202409
Rayman® Legends,80.0,17.99,14.99,87.12,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-09-02 21:00:00,202409
Styx: Master of Shadows,90.0,6.99,,80.86,2023-07-13 14:00:00,2023-06-21 14:01:19,2014-10-06 21:00:00,202409
Injustice: Gods Among Us Ultimate Edition,75.0,22.49,0.0,84.1,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-11-11 21:00:00,202409
Cognition: An Erica Reed Thriller,75.0,6.99,5.59,77.97,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-09-18 21:00:00,202409
140,80.0,2.09,,89.23,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-10-15 21:00:00,202409
In Verbis Virtus,75.0,9.24,,76.17,2023-07-13 14:00:00,2023-06-29 14:25:17,2015-04-02 21:00:00,202409
Verdun,75.0,14.99,8.99,84.39,2023-07-13 14:00:00,2023-06-29 14:25:17,2015-04-27 21:00:00,202409
Banished,66.0,11.89,8.74,88.56,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-02-17 21:00:00,202409
Anachronox,86.0,1.81,,69.52,2023-07-13 14:00:00,2023-06-29 14:25:17,2001-06-26 21:00:00,202409
Blood Omen 2: Legacy of Kain,86.0,1.81,,65.29,2023-07-13 14:00:00,2023-06-22 14:01:20,2002-03-28 21:00:00,202409
Omikron: The Nomad Soul,85.0,2.54,,65.0,2023-07-13 14:00:00,2023-06-29 14:25:17,1999-11-01 21:00:00,202409
Mushroom 11,50.0,13.99,11.19,78.6,2023-07-13 14:00:00,2023-06-29 14:25:17,2015-10-14 21:00:00,202409
The Dark Eye: Memoria,90.0,2.49,,85.87,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-08-28 21:00:00,202409
TrackMania² Valley,50.0,29.99,11.99,75.71,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-07-03 21:00:00,202409
Urban Trial Freestyle,90.0,3.49,1.39,79.0,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-09-17 21:00:00,202409
Watch_Dogs™,85.0,13.49,5.99,73.54,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-05-25 21:00:00,202409
Gas Guzzlers Extreme,85.0,9.59,6.89,83.08,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-10-07 21:00:00,202409
Bound By Flame,80.0,3.98,,66.26,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-05-07 21:00:00,202409
Divinity: Dragon Commander,90.0,7.29,,71.41,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-08-05 21:00:00,202409
"Invisible, Inc.",75.0,9.24,,88.62,2023-07-13 14:00:00,2023-06-15 14:01:23,2015-05-11 21:00:00,202409
Homeworld Remastered Collection,90.0,6.39,,86.28,2023-07-13 14:00:00,2023-06-22 14:01:20,2015-02-24 21:00:00,202409
Assetto Corsa,80.0,7.59,,91.02,2023-07-13 14:00:00,2023-06-15 14:01:23,2014-12-18 21:00:00,202409
realMyst: Masterpiece Edition,50.0,27.49,7.49,84.62,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-02-04 21:00:00,202409
Men of War: Assault Squad 2,80.0,17.79,11.19,89.33,2023-07-13 14:00:00,2023-06-22 14:01:20,2014-05-14 21:00:00,202409
Shelter,70.0,14.09,1.99,82.14,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-08-27 21:00:00,202409
StarMade,75.0,6.99,,67.04,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-11-26 21:00:00,202409
Space Engineers,50.0,18.99,13.79,87.22,2023-07-13 14:00:00,2023-06-29 14:25:17,2019-02-27 21:00:00,202409
Homesick,75.0,6.99,,75.12,2023-07-13 14:00:00,2023-06-29 14:25:17,2015-05-27 21:00:00,202409
SNOW - The Ultimate Edition,75.0,7.24,,64.48,2023-07-13 14:00:00,2023-06-29 14:25:17,2020-11-10 21:00:00,202409
The Novelist,80.0,2.17,1.63,71.45,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-12-09 21:00:00,202409
Skullgirls 2nd Encore,90.0,4.74,3.74,76.83,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-08-21 21:00:00,202409
ENSLAVED™: Odyssey to the West™ Premium Edition,85.0,5.24,,83.03,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-10-23 21:00:00,202409
Disney Epic Mickey 2: The Power of Two,70.0,11.39,9.24,72.72,2023-07-13 14:00:00,2023-06-29 14:25:17,2012-11-17 21:00:00,202409
"I Have No Mouth, and I Must Scream",50.0,5.99,1.19,84.21,2023-07-13 14:00:00,2023-06-29 14:25:17,1996-10-30 21:00:00,202409
Wizardry 8,50.0,9.99,2.99,84.68,2023-07-13 14:00:00,2023-06-29 14:25:17,2001-11-14 21:00:00,202409
Democracy 3,75.0,18.49,9.19,72.82,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-10-13 21:00:00,202409
Trials Fusion™,75.0,14.99,11.24,66.58,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-04-23 21:00:00,202409
Tropico 5,50.0,44.5,7.59,76.91,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-05-22 21:00:00,202409
MASSIVE CHALICE,75.0,9.24,3.69,69.85,2023-07-13 14:00:00,2023-06-29 14:25:17,2015-05-31 21:00:00,202409
Plague Inc: Evolved,70.0,8.39,,92.74,2023-07-13 14:00:00,2023-06-29 14:25:17,2016-02-17 21:00:00,202409
Legends of Eisenwald,75.0,9.24,3.69,73.65,2023-07-13 14:00:00,2023-06-29 14:25:17,2015-07-01 21:00:00,202409
Viscera Cleanup Detail,60.0,10.39,,91.11,2023-07-13 14:00:00,2023-06-29 14:25:17,2015-10-22 21:00:00,202409
Talisman: Digital Edition,80.0,2.89,2.17,76.66,2023-07-13 14:00:00,2023-06-29 14:25:17,2014-02-24 21:00:00,202409
"Cook, Serve, Delicious!",75.0,4.99,1.99,91.23,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-10-07 21:00:00,202409
Crypt of the NecroDancer,80.0,9.39,5.59,93.73,2023-07-13 14:00:00,2023-06-29 14:25:17,2015-04-22 21:00:00,202409
Soundodger+,90.0,1.59,,84.6,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-10-10 21:00:00,202409
Volgarr the Viking,80.0,3.99,1.99,78.34,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-09-12 21:00:00,202409
Mutant Mudds Deluxe,90.0,3.29,1.99,70.77,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-11-20 21:00:00,202409
Hitman: Contracts,80.0,4.55,1.94,83.56,2023-07-13 14:00:00,2023-06-29 14:25:17,2004-04-19 21:00:00,202409
Deadly Premonition: The Director's Cut,90.0,4.59,,65.66,2023-07-13 14:00:00,2023-06-17 14:01:19,2013-10-28 21:00:00,202409
Sniper Elite: Nazi Zombie Army 2,70.0,8.39,6.24,82.07,2023-07-13 14:00:00,2023-06-29 14:25:17,2013-10-30 21:00:00,202409
Clickteam Fusion 2.5,75.0,42.49,25.49,85.37,2023-07-13 14:00:00,2023-06-29 14:25:20,2013-12-04 21:00:00,202409
Freedom Planet,50.0,13.99,8.39,91.65,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-07-20 21:00:00,202409
Dino Run DX,80.0,4.09,2.39,88.48,2023-07-13 14:00:00,2023-06-29 14:25:20,2015-09-28 21:00:00,202409
Craft The World,70.0,17.39,5.39,86.28,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-11-23 21:00:00,202409
Doorways: Prelude,70.0,9.89,1.99,60.42,2023-07-13 14:00:00,2023-06-29 14:25:20,2013-09-19 21:00:00,202409
Depth Hunter 2: Deep Dive,92.0,5.79,4.19,71.12,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-08-19 21:00:00,202409
Megabyte Punch,70.0,7.49,3.74,84.4,2023-07-13 14:00:00,2023-06-29 14:25:20,2013-10-14 21:00:00,202409
Door Kickers,75.0,14.99,5.54,91.75,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-10-19 21:00:00,202409
Risk of Rain,80.0,3.99,,91.64,2023-07-13 14:00:00,2023-06-22 14:01:20,2013-11-07 21:00:00,202409
NEO Scavenger,75.0,11.74,6.99,87.17,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-12-14 21:00:00,202409
LEGO® Marvel™ Super Heroes,75.0,9.24,,92.55,2023-07-13 14:00:00,2023-06-29 14:25:20,2013-10-21 21:00:00,202409
Risen 3 - Titan Lords,75.0,6.99,5.59,72.45,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-08-11 21:00:00,202409
Unholy Heights,50.0,4.19,2.09,84.72,2023-07-13 14:00:00,2023-06-29 14:25:20,2013-08-15 21:00:00,202409
Teslagrad,90.0,3.99,1.99,81.5,2023-07-13 14:00:00,2023-06-29 14:25:20,2013-12-12 21:00:00,202409
Blackguards,90.0,1.99,,60.95,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-01-21 21:00:00,202409
Marlow Briggs and the Mask of Death,80.0,2.09,,86.8,2023-07-13 14:00:00,2023-06-22 14:01:20,2013-09-19 21:00:00,202409
Scribblenauts Unmasked: A DC Comics Adventure,75.0,22.49,9.24,79.87,2023-07-13 14:00:00,2023-06-29 14:25:20,2013-09-23 21:00:00,202409
FORCED: Slightly Better Edition,75.0,6.99,3.74,71.65,2023-07-13 14:00:00,2023-06-22 14:01:20,2013-10-23 21:00:00,202409
Assault Android Cactus+,75.0,9.49,,89.59,2023-07-13 14:00:00,2023-06-29 14:25:20,2015-09-22 21:00:00,202409
METAL SLUG 3,50.0,7.49,3.74,87.0,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-02-13 21:00:00,202409
Jazzpunk: Director's Cut,75.0,6.99,5.59,89.94,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-02-06 21:00:00,202409
The Wolf Among Us,65.0,10.14,7.24,95.63,2023-07-13 14:00:00,2023-06-29 14:25:20,2013-10-10 21:00:00,202409
Knock-knock,60.0,7.99,1.99,83.21,2023-07-13 14:00:00,2023-06-29 14:25:20,2013-10-03 21:00:00,202409
How to Survive,80.0,5.59,1.24,80.91,2023-07-13 14:00:00,2023-06-22 14:01:20,2013-10-22 21:00:00,202409
Bridge Constructor,90.0,1.69,,73.05,2023-07-13 14:00:00,2023-06-17 14:01:20,2013-10-15 21:00:00,202409
UnderRail,60.0,11.19,,84.75,2023-07-13 14:00:00,2023-06-29 14:25:20,2015-12-17 21:00:00,202409
Paranautical Activity: Deluxe Atonement Edition,85.0,2.54,1.69,66.82,2023-07-13 14:00:00,2023-06-29 14:25:20,2013-02-13 21:00:00,202409
Among the Sleep - Enhanced Edition,75.0,8.24,4.94,85.08,2023-07-13 14:00:00,2023-06-29 14:25:20,2017-11-01 21:00:00,202409
BELOW,80.0,9.49,,67.6,2023-07-13 14:00:00,2023-06-29 14:25:20,2018-12-13 21:00:00,202409
Super Time Force Ultra,70.0,8.39,2.79,84.33,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-08-24 21:00:00,202409
Shovel Knight: Treasure Trove,50.0,37.74,18.47,93.51,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-06-25 21:00:00,202409
Wargame: Red Dragon,75.0,37.37,11.19,87.19,2023-07-13 14:00:00,2023-06-29 14:25:20,2014-04-16 21:00:00,202409
INFRA,75.0,14.49,11.59,85.82,2023-07-13 14:00:00,2023-06-29 14:25:20,2016-01-14 21:00:00,202409
Chroma Squad,75.0,7.24,4.34,89.57,2023-07-13 14:00:00,2023-06-29 14:25:20,2015-04-29 21:00:00,202409
